title,url,id,scrape date,price,body,fuel,odometer,transmission,VIN,condition,title status,engine displacement (CC),paint color,street legal,type,delivery available,odometer broken,odometer rolled over,cryptocurrency ok,Unnamed: 20
2007 bmw R1200,https://medford.craigslist.org/mcy/d/central-point-2007-bmw-r1200/7580458255.html,7580458255.0,"02/02/2023, 15:36:02","$7,000",Very clean well-maintained motorcycle with only 9670 original miles. R1200 Cruiser. Full bags and faring ready for travel. I would love to keep it but need the money. Text Dave at five 41 8511 33three￼,gas,9670.0,manual,,like new,clean,1200.0,silver,,touring,,,,,
2012 FLHX 103 Street Glide,https://medford.craigslist.org/mcd/d/phoenix-2012-flhx-103-street-glide/7580411288.html,7580411288.0,"02/02/2023, 15:36:03","$14,999","Check out this beautiful FLHX. If orange is your color then this is the bike for you. It is Tequila Sunrise ( the sparkly part) and Harley Orange with a subtle pinstripe. It has heated grips, detachable back rest and rack and nice leather touches where it counts. Performance and sound is enhanced with Thunder Headers and other performance touches. Best of all it is low mileage with only 17,618 miles!
Come check out this motorcycle, and let us help you ride off on it today.
We can provide financing!
Give the D&S Harley Davidson Sales Team a call!
541 535 5515",gas,17618.0,manual,,,,,,,,,,,,
1983 Yamaha Virago,https://medford.craigslist.org/mcy/d/williams-1983-yamaha-virago/7580389210.html,7580389210.0,"02/02/2023, 15:36:06","$2,500","Gorgeous Sexy sought after 1983 Yamaha Virago 500

Garaged and serviced, runs smooth.
Its been in my family for a long time. I love this bike but don't ride it enough to justify having it. Want to see if go to someone that will give her the love she deserves.",gas,3000.0,manual,,,,,,,,,,,,
2021 XL883N Iron,https://medford.craigslist.org/mcd/d/phoenix-2021-xl883n-iron/7580387218.html,7580387218.0,"02/02/2023, 15:36:08","$9,999","2021 XL883 N Iron, in hard to find River Rock Grey Denim paint. This motorcycle has 940 miles on it and has a quick detach windshield and upgraded rider footpegs.
We can assist with financing.
Come by and see this motorcycle, and remember, the Evolution powered Sportster is discontinued!
Visit or call the D&S Harley Davidson Sales Team and let us make your dreams a reality!",gas,940.0,manual,,,,,,,,,,,,
2015 CVO Street Glide,https://medford.craigslist.org/mcd/d/phoenix-2015-cvo-street-glide/7580386420.html,7580386420.0,"02/02/2023, 15:36:10","$23,000","Check out this 2015 CVO Street Glide! It has UV Blue /Lava Paint. Super stereo, heated grips, Vance and Hines...there are even new travel bags. The 2015 CVO came with the 110 Twin Cam but it is all Screaming Eagle. This motorcycle rides very nice and is as close to immaculate as you can get! 35,575 miles.
This motorcycle is eligible for an Extended Service Plan and we do offer financing through Harley Davidson Financial Services.
Give the D&S Harley Davidson Sales Team a call and lets see what we can do!

541 535 5515",gas,35575.0,manual,,,,,,,,,,,,
2006 yz250,https://medford.craigslist.org/mcy/d/central-point-2006-yz250/7580065873.html,7580065873.0,"02/02/2023, 15:36:12","$3,600","Great running bike with restyle kit.
Only reason selling is don’t have a use for 2 bikes. $3,600 obo",gas,1000.0,manual,,,,,,,,,,,,
2022 Yamaha Tracer 9 GT,https://medford.craigslist.org/mcd/d/central-point-2022-yamaha-tracer-gt/7579920404.html,7579920404.0,"02/02/2023, 15:36:15","$12,999","2022 Yamaha Tracer 9 GT - () STOCK #: E3NA001616
Available at: Water World Boat & Powersport ☎ Phone: (541) 826-5535
Year: 2022
Make: Yamaha
Model: Tracer 9 GT
Color:
Odometer: 0
Stock #: E3NA001616
Condition: New

Comments for this 2022 Yamaha Tracer 9 GT:
NO GAMES / NO BULL / FREIGHT, PREP, SETUP-INCLUDED IN OUR PRICES!
2022 Yamaha Tracer 9 GT
TURN UP YOUR EXPERIENCE
Featuring an all-new engine and premium sport touring features that come standard, the most versatile touring partner for when you're commuting or riding across the mountains.
Features may include:ENGINE
All-New 890cc Liquid-Cooled Three-Cylinder DOHC Fuel-Injected Engine
The Tracer 9 GT features a newly developed 890cc liquid-cooled three-cylinder, DOHC, four-valve-per-cylinder fuel-injected (YCC-T) engine with a downdraft intake. The bore e- stroke of 78 mm e- 62.1 mm and 11.5:1 compression ratio provide outstanding torque with strong power delivery characteristics. Almost all of the fundamental parts of the engine, from the pistons and connecting rods to the crankshaft, camshafts and crankcase, have all been redesigned. The combustion efficiency results in an impressive 9% improvement as well as an increased fuel efficiency to 49 MPG.
Redesigned Fuel Delivery System
The fuel delivery system has been completely redesigned. On former Tracer 9 GTs, the fuel injectors were attached directly to the cylinder head, but the fuel injectors of the Tracer 9 GT are now attached to the throttle valve side of the throttle bodies. The injectors now spray at the back of the intake valve heads to promote atomization of the fuel and reduce adhesion of fuel particles to the port walls, producing outstanding combustion efficiency. The throttle valve is operated using the Yamaha Chip Controlled Throttle (YCC-T) electronic system which has been widely proven on YZF series models as well as the earlier Tracer 9 GT models.CHASSIS/SUSPENSION
New Lightweight Aluminum Frame
To achieve both sporty performance and excellent riding comfort, the new Tracer 9 GT adopts a newly developed lightweight aluminum frame with model-specific tuning. Using the latest Controlled Filling (CF) aluminum die-casting technology, this frame features the thinnest sections ever on a Yamaha die-cast frame at just 1.7 mm (thinnest section on the 2020 Tracer 900's frame is 3.5 mm).
Strong Steel Subframe
The Tracer 9 GT's steel subframe ensures excellent straight-line stability and cornering ability, even when outfitted with a large fuel tank and three hard rear luggage cases.ADDITIONAL
All-New Design
The Tracer 9 GT's next-generation style expresses not only its sporty ride but its refined mobility and functionality. The aerodynamic front fairing creates a silhouette that showcases the bike's tightly packed chassis and powerful forward drive while perfectly integrating the functions and elements needed for a comfortable and convenient ride.
Full LED Lighting With Cornering Lights
The compact mono-focus (separate high and low beam units) LED headlights in a twin-eye arrangement provide excellent beam spread for the Tracer 9 GT. The edges of the beam have a softer contrast to be easy on the eyes while emitting a soft and even spread of illumination. Since the Tracer 9 GT uses not one but multiple LEDs to produce light, it can project a complex distribution of illumination across a broad field. The position lights also use LEDs for a wider field of illumination while the redesigned rear lights give off a smoother plane of light. The cornering lights help improve rider's confidence at night as the light strength grows as the lean angle increases. Following the FJR1300ES, this is the second Yamaha model to feature a cornering light system but the only one with a single LED unit per side that emits increasingly stronger source of light in a high-quality, highly functional design.

Let Us Get You Approved! For more information on this 2022 Yamaha Tracer 9 GT:
☎ Phone: (541) 826-5535
EMAIL: Click the Reply button in the upper left corner of this page
WEB: http://www.clickpowersports.com/r/?id=13155858&d=0197&t=1     (copy and paste link)
INSTANT CREDIT APPROVAL: http://www.clickpowersports.com/r/?id=13155858&d=0197&t=2    (copy and paste link)
30 SECOND TRADE APPRAISAL: http://www.clickpowersports.com/r/?id=13155858&d=0197&t=3    (copy and paste link)
This Yamaha Tracer 9 GT is for sale at:
Water World Boat & Powersport
5731 Crater Lake Hwy
Medford, OR 97502
Phone: (541) 826-5535

Check out these other similar priced models we have in stock: 2022 Ryker Sport Rotax 900 ACE
DISCLAIMER: Advertised pricing excludes applicable taxes, title and licensing, dealer set up, destination, reconditioning and are subject to change without notice. Price does not include $150 Business Operations Fee. Price does not include a 0.40% Oregon Corporate Activity Tax. The 0.50% Oregon State Privilege Tax will be added to new vehicle sales when required. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Sale prices include all applicable offers. Not all options listed available on pre-owned models. Conditional Offers are available to those who qualify for special programs. Contact dealer for complete details. All vehicles are subject to prior sale. While every reasonable effort is made to ensure the accuracy of the information for this 2022 Yamaha Tracer 9 GT, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Water World Boat & Powersport of Medford at (541) 826-5535.
2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || New or Used || 2022 Yamaha Tracer 9 GT || Motorcycle || Sport Bikes || ATV || UTV || Used Sportbikes || Sport Bike || Bad Credit || Tracer9GT || Tracer 9 GT || 13155858

Powered by REV Digital | www.REVdigital.com",gas,0.0,manual,,new,clean,,,,,,,,,
Harley Davidson 1999 Fat Boy,https://medford.craigslist.org/mcy/d/gold-hill-harley-davidson-1999-fat-boy/7579880551.html,7579880551.0,"02/02/2023, 15:36:18","$5,000","Harley Davidson 1999 Fat Boy motorcycle
24, 000 miles
Super smooth ride
Hate to see it go",gas,24000.0,manual,,good,,,blue,,,,,,,
Harley Davidson 1988,https://medford.craigslist.org/mcy/d/smith-river-harley-davidson-1988/7579875747.html,7579875747.0,"02/02/2023, 15:36:21","$8,900","Harley Davidson Model FLHS
Odom 42k
Always stored inside
New Battery

NO TEXT OR EMAIL. Phone calls only. I do not text or email

Call Roy: (five four one)661-5300",gas,42000.0,manual,,,,,,,,,,,,
2002 HARLEY Davidson Electra Glide Ultra Classic,https://medford.craigslist.org/mcd/d/merlin-2002-harley-davidson-electra/7579704496.html,7579704496.0,"02/02/2023, 15:36:24","$8,950","2002 HARLEY Davidson Electra Glide Ultra Classic
VIN: 1HD1FCW302Y618394
Odometer: 36,130 mi
AIR COOLED
MIRRORS - CHROME
AM\FM\CASSETTE
FRONT BRAKE PAD DEPTH 5MM
MOTOR MFG: HARLEY D
BELT DRIVE
FRONT BRAKE ROTOR DEPTH 5MM
MOTOR SIZE: 1450CC
FUEL INJECTION
PIPES CHROME
HARD SADDLE BAGS

Engine
Displacement (CC) 1450
Displacement (CI) 88.484428937
Displacement (L) 1.450000
Engine Brake (hp) 71
Engine Number of Cylinders 2
Engine Power (KW) 52.9447
Engine Stroke Cycles 4
Fuel Type - Primary Gasoline
Exterior / Body
Body Class Motorcycle - Touring / Sport Touring
Exterior / Dimension
Gross Vehicle Weight Rating Class 1A: 3;000 lb or less (1;360 kg or less)
Exterior / Motorcycle
Other Motorcycle Info Heavyweight Motorcycle: 901cm3 or larger
General
Manufacturer Name HARLEY-DAVIDSON MOTOR COMPANY
Model Electra Glide® Ultra Classic
Model Year 2002

Contact Randy at 503 888 6925
Salisbury Enterprises
DA3367",gas,36130.0,manual,1HD1FCW302Y618394,excellent,clean,1450.0,white,,cruiser,,,,,
2012 BMW R 1200 RT,https://medford.craigslist.org/mcd/d/merlin-2012-bmw-1200-rt/7579699506.html,7579699506.0,"02/02/2023, 15:36:27","$9,750","2012 BMW R 1200 RT
VIN # WB1044007CZW21700

After 20 plus years of selling RV's, motorcycles and other vehicles this BMW is the best kept I have ever seen. It includes all maintenance records, VIN history inspection reports, repairs, invoices and more.
""THIS MIDNIGHT BLUE BMW IS IN PRISTEEN CONDITION""

Brand New:
Front tire, Rear tire, Motor oil, Brake pad's, Brake fluid, Battery and Fuel pump assembly

Premium Accessory Package:
Heated grips, Traction control, electronic suspension control, Am/Fm/Weather radio, Bluetooth cable,
XM satellite radio (requires subscription)

Other Accessories Include:
BMW IPOD Connection cable, AeroFlow windshield, BMW Garmin IV GPS, BMW cylinder head guards,
BMW handlebar mirrors, Handlebar risers, Large BMW rear box, Russle Day Long Saddle on BMW heated seat,
Tourtech rear brake pedal grip extension, Tourtech sidestand large foot extension, BMW tank bag, Two keys

Also included is a notebook with over 100 pages of owner documentations. The motorcycle currently has 35,754 miles on it,

The BMW R 1200 RT Boasts about its Unequaled comfort,
Power without limits, Versatility and Enjoyment without end.

DO NOT PROCRASTINATE , COME AND SEE FOR YOURSELF.

Contact Randy at 503 888 6925
Salisbury Enterprises
DA3367",gas,35750.0,manual,WB1044007CZW21700,excellent,clean,1200.0,black,,sport touring,,,,,
2015 BMW R nine t,https://medford.craigslist.org/mcy/d/medford-2015-bmw-nine/7579621960.html,7579621960.0,"02/02/2023, 15:36:30","$10,000","Original owner. This bike is in excellent condition and comes with many dealer installed extras: windshield with fairing, tank bag, crash bar, in addition to premium panniers and windshield bag. Recent work includes new oil with filter and new battery. Always garaged. Must sell.",gas,3700.0,manual,,excellent,clean,1350.0,black,yes,cruiser,,,,,
2020 Triumph Rocket 3R,https://medford.craigslist.org/mcy/d/medford-2020-triumph-rocket-3r/7579617673.html,7579617673.0,"02/02/2023, 15:36:32","$15,000","Original owner. 1800 miles. This motorcycle comes with the following Triumph parts (deal installed): bug screen, tank bag, tail bag, saddle bags and shift assist. Like new condition, always garaged.",gas,1800.0,manual,,like new,clean,2500.0,black,yes,cruiser,,,,,
2018 KTM 690R,https://medford.craigslist.org/mcy/d/grants-pass-2018-ktm-690r/7579549542.html,7579549542.0,"02/02/2023, 15:36:32","$8,900","2018 KTM 690R Enduro Bike

Like new only 1290 miles
multiple upgrades
hand grips
exhaust
lowering kit for better rider comfort
new tires

barely used, loads of fun and much cheaper than a brand new bike and they haven't changed much over the years.",gas,1290.0,manual,,like new,clean,,black,yes,dual,,,,,
2018 KTM 1290R super adventure,https://medford.craigslist.org/mcy/d/grants-pass-2018-ktm-1290r-super/7579549145.html,7579549145.0,"02/02/2023, 15:36:35","$17,000","2018 KTM 1290R Super Adventurer

Like New!!!!! Only 1400 miles
Hardly used, loads of fun, cheaper than brand new and these bikes haven't changed much over the years,

Lots of upgrades
Givi Trekker Outback Hard Box
Akropovic Carbon Fiber Exhaust
Brand New Tires
Hand Guards

Whether it’s cracking the throttle wide open out of an exhilarating corner, or braking hard while tipping it in, bending the laws of physics is what the KTM 1290R SUPER ADVENTURE is made for.",gas,1397.0,manual,,like new,clean,1290.0,black,yes,dual,,,,,
2014 Yamaha FJR 1300,https://medford.craigslist.org/mcy/d/eugene-2014-yamaha-fjr-1300/7579504477.html,7579504477.0,"02/02/2023, 15:36:38","$8,000","2014 Yamaha FJR 1300; brand new tires; new brakes; garage kept; regularly and fully maintained; two owners; 16,750 miles; heated handles; some scratches; beautiful ride.",gas,16750.0,manual,,excellent,clean,1300.0,red,,sport touring,,,,,
2020 KTM 790 Adventure R,https://medford.craigslist.org/mcy/d/grants-pass-2020-ktm-790-adventure/7578913748.html,7578913748.0,"02/02/2023, 15:36:42","$11,500","2020 KTM 790 Adventure R

Very nice condition, runs perfectly, and well cared for.

Super fun capable bike.

Garmin Zumo navigation.
Oxford heated grips.
Wide Pegs.
Headlamp protection.
UNI foam filter.
Rear paddock stand bobbins.

Spare key, and key card. Service manual and OEM KTM folder.

New Motoz front tire.
Good Motoz rear. (not shown in photos)

All services performed as scheduled.

Couple minor small scuffs on stock exhaust muffler can.

Bike runs and rides excellent.

8300 miles.

Title clear.

Asking $11,500

Thanks for looking.",gas,8336.0,manual,,excellent,clean,790.0,,,dual,,,,,
2016 Harley Davidson SuperLow 1200T,https://medford.craigslist.org/mcd/d/grants-pass-2016-harley-davidson/7578770976.html,7578770976.0,"02/02/2023, 15:36:45","$8,495","When most motorcyclist talk about a touring bike, the exaggerated vision of “large” comes immediately to mind. Tall and heavy, intimidating and hard to maintain control over. Despite the general conceptions, there are exceptions to the rule and the Sportster SuperLow 1200T stands out, providing comfort, storage, style and a 26.1 inch seat height.

Harley “Baggers” normally weigh 800-900 pounds and more, 300-400 pounds more than the 1200T. With a low center of gravity and without the normal Harley “baggage”, the 1200T is easy to maneuver even at low speeds by most. It is not intimidating in it’s power delivery or it’s braking but does both well.

Harley took the 1200 Sportster and dressed it for Touring. They gave it mid-mounted foot controls, extra wide foot pegs and that 26.1 inch seat height. Lockable, Leather covered, weather resistant Saddle Bags are no wider than the handle bars so you do not have to worry about dragging them against anything you have already have passed. The Handle Bars have a nice reach to them without turning you into a parachute going down the road. There is a quick detach Windshield and a 4.5 Gallon Fuel tank that should be good for almost 200 miles at 48mpg. The transmission is a 5-Speed and the motor is Fuel Injected.

Our bike is cosmetically beautiful in its Vivid Black Paint with Silver Pin Stripping. Tires look to be at least 80% and the bike appears to need nothing but a new direction and fuel to go. If you want to ride and tour but not fight with a bike, this will be a great choice.

The selling price is $8,495, miles are 4,387. The VIN# is 1HD1LL318GC441738. For other interesting bikes and collectable vehicles, visit our web site http://www.automaniagp.com 541 479 8888 or come by and see us at 895 SE Gladiola Drive, Grants Pass, Oregon, 97526. Oregon Dealer DA1287.

Automania LLC is a Consignment Oregon Dealer selling quality, privately owned vehicles including Aprilia, Buell, BMW, Citroen, Ducati, Harley Davidson, Honda, Hummer, Kawasaki, Moto Guzzi, MV Agusta, Nissan, Ossa, Piaggio, Suzuki, Triumph, Vespa, Classic Hot Rods, Buick, Dodge, Ford, Chevrolet, Lamborghini, MG, Packard, Porsche, Rover, Shelby, Toyota, Triumph, Volkswagen and any other vehicle of interest",gas,4387.0,manual,1HD1LL318GC441738,,clean,,,,,,,,,
2017 Harley Davidson FLTRXS / Road Glide Special,https://medford.craigslist.org/mcd/d/grants-pass-2017-harley-davidson-fltrxs/7578770661.html,7578770661.0,"02/02/2023, 15:36:46","$14,995","This 2017 Harley Davidson FLTRXS / Road Glide Special marks the end of a riding career for our customer that saw him trading his last bikes in with over 90,000 miles each. With this bike, 60,000 miles in 5 years is a serious demonstration for his love of touring and motorcycling. The condition of the bike also demonstrates his seriousness with his no expense spared attitude towards upkeep and service. All service work has been completed by D&S Harley in Medford until their building burned in 2021 with S&D Custom Cycle of Grants Pass taking over on going and current maintenance.

2017 was the introduction of the 4 Valve Head Milwaukee Eight Engine. The Road Glide was pretty much unchanged other than this being the best equipped Touring Motorcycle Harley offered. The Fairing offers the best weather protection and comfort for their range of bikes along with the full compliment of Electronic Features and Cruise. It was designed to be ridden long distances, providing rider comfort and control.

At about 45,000 miles the spark plugs began fouling and the factory engine was diagnosed with worn valve guides. The owner took the bike to S&D Custom Cycle for repairs and a decision was made to rebuild the entire upper end, at the same time taking the 107 engine and making it a “114”, at cost of $6,700. See the attached receipts for recent service work and the conversion details.

The bike is cosmetically flawless and with a standout presence in Velocity Red Sunglo. The stock Mufflers and other stock items are included with the bike as well as the owner’s manual and second Key Fob.

Miles are 60,092 and the VIN# is 1HD1KTC17HB659986. The selling price is $14,995. For other interesting bikes and collectable vehicles, visit our web site http://www.automaniagp.com 541 479 8888 or come by and see us at 895 SE Gladiola Drive, Grants Pass, Oregon, 97526. Oregon Dealer DA1287.

Automania is a Consignment Oregon Dealer selling quality, privately owned vehicles including Aprilia, Buell, BMW, Citroen, Ducati, Harley Davidson, Honda, Hummer, Kawasaki, Moto Guzzi, MV Agusta, Nissan, Ossa, Piaggio, Suzuki, Triumph, Vespa, Classic Hot Rods, Buick, Dodge, Ford, Chevrolet, Lamborghini, MG, Packard, Porsche, Rover, Shelby, Toyota, Triumph, Volkswagen and any other vehicle of interest",gas,60092.0,manual,1HD1KTC17HB659986,,,,,,,,,,,
2000 Indian Chief,https://medford.craigslist.org/mcy/d/grants-pass-2000-indian-chief/7578769894.html,7578769894.0,"02/02/2023, 15:36:49","$12,995","This 2000 Indian Chief was brought in by a couple who are now living in their RV touring across the country with family. The owner explained the he was an ex-Harley Tech who specialized in carburetors on the V-Twins and that he always love the Indians of the Gilroy era with their S&S Engines. And here we are, many years later.

The 2000 Indian Chief used the S&S Engine, an air-cooled 1442cc, V-Twin bolted to a 5-speed Transmission. Claimed power was 75 HP at 5200 rpm. It was not as heavy as most of the competition of the day at 650 pounds, but still it is not for the faint of heart at stop signs. Rumor has it that only 250 were built in 2000 making the bike a rare sight in a group of riders traveling down the road.

The bike was originally purchased out of a climate controlled storage unit where it had been kept after the New Jersey Indian Dealership closed. The Floridian buyer purchased the motorcycle with no miles on it and the few years that he had it, added just over 800 miles to the clock. Our consigner bought the bike with 812 miles and had it shipped. The oil was changed immediately and once again at 1,200 miles. It presents it’s self as completely stock with two very minor cosmetic defects. On the left side of the front fender at the bottom it has been touched up with matching paint. On the rear right sail panel covering the rear tire there is a tiny mark. The Odometer reads 2,022 miles. Mechanical inspections are welcome prior to purchase by a qualified, local shop.

The bike looks the part, in need of a long weekend with coffee and Semi-Chrome in a warm garage or living room to be in show room new in appearance. There is the stock windshield which is badly cracked plus the hardware for it. There is an owner’s manual also and some minor extra parts.

The VIN# is 5CDCNB510YG004184 and miles showing are 2,022. The selling price is $12,995. For other interesting bikes and collectible vehicles, visit our web site http://www.automaniagp.com 541 479 8888 or come by and see us at Automania LLC, 895 SE Gladiola Drive, Grants Pass, Oregon, 97526. Oregon Dealer DA1287.

Automania LLC is a Consignment Oregon Dealer selling quality, privately owned vehicles including Aprilia, Buell, BMW, Citroen, Ducati, Harley Davidson, Honda, Hummer, Kawasaki, Moto Guzzi, MV Agusta, Nissan, Ossa, Piaggio, Suzuki, Triumph, Vespa, Classic Hot Rods, Buick, Dodge, Ford, Chevrolet, Lamborghini, MG, Packard, Porsche, Rover, Shelby, Toyota, Triumph, Volkswagen and any other vehicle of interest",gas,2022.0,manual,5CDCNB510YG004184,,,,,,,,,,,
2019 BMW R9T Pure*** 535 miles,https://medford.craigslist.org/mcd/d/grants-pass-2019-bmw-r9t-pure-535-miles/7578769466.html,7578769466.0,"02/02/2023, 15:36:52","$9,995","When these came out in limited numbers in 2014, you had waiting lines around the block for these soon to be known as the most customized motorcycle ever outside of Harley-Davidson. A little head scratching later, BMW built more, a lot more and then the many variants that have followed.

The Pure version was intended by BMW to present an absolute essential platform form without many of “extras” that some customers demand, that others see as an interference with the true intent of the R9T design. There is no design by Decal and Badging found here. No gimmicks, no fluff, just a motorcycle with the basic electronic hardware most expect, ABS, Fuel Injection and Digital Instrumentation. If you are that rider, this is the bike, minimal fuss, minimal weight and a canvas to create by the owner.

And to our bike. Miles are 585 from new, sold new by Hansen’s BMW of Medford before the fire. Their long time, repeat customer was getting along and needed the maximum from the minimum that the Pure offers. Unfortunately, circumstances have intervened, the bike was rarely ridden and finally is being sold with almost no use. A first service was preformed at Hansen’s and it needs nothing except gas and to be ridden.

The selling price is $9,995. The VIN# is WB10J1305KZ732084 and miles are 535. Please come by and see at Automania LLC, 895 SE Gladiola Drive, Grants Pass, OR 97526. http://www.automaniagp.com 541 479 8888 Oregon Dealer DA1287.

Automania LLC is a Consignment Oregon Dealer selling quality, privately owned vehicles including Aprilia, Buell, BMW, Citroen, Ducati, Harley Davidson, Honda, Hummer, Kawasaki, Moto Guzzi, MV Agusta, Nissan, Ossa, Piaggio, Suzuki, Triumph, Vespa, Classic Hot Rods, Buick, Dodge, Ford, Chevrolet, Lamborghini, MG, Packard, Porsche, Rover, Shelby, Toyota, Triumph, Volkswagen and any other vehicle of interest",gas,535.0,manual,WB10J1305KZ732084,,clean,,,,,,,,,
2012 Suzuki GSX-R750L,https://medford.craigslist.org/mcd/d/grants-pass-2012-suzuki-gsx-r750l/7578767942.html,7578767942.0,"02/02/2023, 15:36:53","$10,595","Without attempting to sound dated, I recall wandering into the Grants Pass Suzuki shop in about ‘78 and meeting the owner Ted as he sat warming himself in his chair placed directly over the heat register, coffee in one hand, a cigarette in the other.

Without missing a beat, he asked if I was interested in buying a bike or just there to waste his time. Ted became an instant hero, clear to the point and aware that wasted time cannot be retrieved. The next thirty years saw me take delivery of three bikes from Ted and his son Joe who took over when Ted retired. The two of them represented, to me, transparency and integrity in retail by example. Hopefully Automania LLC will be seen in a similar light when the time arrives.

Forty-four years on, Joe has closed the dealership. Everything was sold except Joe’s own personal bikes. If there is a reward for owning a new Motorcycle Franchise, it must be housed in owning what ever model you desire, knowing what you want added with the ability and means to do so.

And so Joe did. He uncrated a 2012 Suzuki GSX-R750L, did the pre-delivery service and started adding parts!

This is the list of After Market and Factory parts Joe added to the motorcycle, all “dealer installed”. As a bonus of sorts, all of the stock parts were boxed and saved, now coming with the bike for it’s next owner.

1. 2015 Blue Fairing Cowls, Lt & Rt
2. 2015 Fuel tank Graphics
3. Rear passenger “Pillion” seat used for Cargo Bag
4. 2015 GXX-R1000 Tank Graphics for rear Hugger
5. Large and small ring lock Tank Bags with Hardware
6. Adjustable Clutch & Brake Levers
7. Front Brake Lever Guard
8. Carbon Fiber “GSX-R” Tank Pad
9. Aluminum “GXS-R” Chain Guard
10. Vortex Rear Swing Arm Spools
11. Vortex Chassis Protectors (no cut)
12. Vortex Chassis Protector Blue Inserts
13. Saddlemans Gel Seat
14. Woodcraft Engine Case Guards
15. Woodcraft Engine Case Guard Blue Inserts
16. Yoshimura Alpha Exhaust System
17. Woodcraft Lower Swing Arm Chain Guard
18. Hotbodies Rear Hugger Fender
19. Phillip Lockhart Rear Fender Eliminator
20. Michelin Power RS tires with no miles

Regardless of the miles ridden, Joe changed the oils and filters every year. The bike sat on the showroom floor, sort of a trailer queen, managing to collect 3,373 miles since new.

The VIN # is JS1GR7MA4C2101531, miles are 3,373 and the selling price is $10,595. Please come by and see at Automania LLC, 895 SE Gladiola Drive, Grants Pass, OR 97526. http://www.automaniagp.com 541 479 8888 Oregon Dealer DA1287.

Automania LLC is a Consignment Oregon Dealer selling quality, privately owned vehicles including Aprilia, Buell, BMW, Citroen, Ducati, Harley Davidson, Honda, Hummer, Kawasaki, Moto Guzzi, MV Agusta, Nissan, Ossa, Piaggio, Suzuki, Triumph, Vespa, Classic Hot Rods, Buick, Dodge, Ford, Chevrolet, Lamborghini, MG, Packard, Porsche, Rover, Shelby, Toyota, Triumph, Volkswagen and any other vehicle of interest",gas,3373.0,manual,JS1GR7MA4C2101531,,,,,,,,,,,
2020.5 Factory Edition Ktm 450sxf,https://medford.craigslist.org/mcy/d/central-point-factory-edition-ktm-450sxf/7578640937.html,7578640937.0,"02/02/2023, 15:36:53","$8,500",I am selling my 2020.5 Factory Edition Ktm 450sxf. This bike runs great just looking to try something more woods friendly. $8500 message me for any questions or further details. Thank you for looking.,gas,2100.0,manual,,good,clean,,orange,,dirtbike,,,,,
